Abstract,Titulo_Real,Titulo_Predito,Score,Experimento
"it has been known for some time that the standard mhv diagram formulation of perturbative yang-mills theory is incomplete, as it misses rational terms in one-loop scattering amplitudes of pure yang-mills. we propose that certain lorentz violating counterterms, when expressed in the field variables which give rise to standard mhv vertices, produce precisely these missing terms. these counterterms appear when yang-mills is treated with a regulator, introduced by thorn and collaborators, which arises in worldsheet formulations of yang-mills theory in the lightcone gauge. as an illustration of our proposal, we show that a simple one-loop, two-point counterterm is the generating function for the infinite sequence of one-loop, all-plus helicity amplitudes in pure yang-mills, in complete agreement with known expressions.",one-loop mhv rules and pure yang-mills,counterterms for pure yang-mills theory,0.68235564,full_lora
"here, we present theoretical studies of the temperature and magnetic field dependences of the coulomb drag transresistivity between two parallel layers of two dimensional electron gases in quantum hall regime near half filling of the lowest landau level. it is shown that fermi-liquid interactions between the relevant quasiparticles could give a significant effect on the transresistivity, providing its independence of the interlayer spacing for spacings taking on values reported in the experiments. obtained results agree with the experimental evidence.",fermi-liquid effects in the transresistivity in quantum hall double layers near $\nu= 1/2 $,coulomb drag transresistivity in quantum hall regimes,0.5969129,full_lora
"the supersymmetric solutions of n=2, d=4 minimal ungauged and gauged supergravity are classified according to the fraction of preserved supersymmetry using spinorial geometry techniques. subject to a reasonable assumption in the 1/2-supersymmetric time-like case of the gauged theory, we derive the complete form of all supersymmetric solutions. this includes a number of new 1/4- and 1/2-supersymmetric possibilities, like gravitational waves on bubbles of nothing in ads_4.",geometry of four-dimensional killing spinors,supersymmetric solutions of n=2 d=4 minimal supergravity with spinor conformal field theories,0.43177968,full_lora
"there is currently a great deal of interest in the theoretical and practical possibility of cloaking objects from the observation by electromagnetic waves. the basic idea of these invisibility devices \cite{glu1, glu2, le},\cite{pss1} is to use anisotropic {\it transformation media} whose permittivity and permeability $\var^{\lambda\nu}, \mu^{\lambda\nu}$, are obtained from the ones, $\var_0^{\lambda\nu}, \mu^{\lambda\nu}_0$, of isotropic media, by singular transformations of coordinates. in this paper we study electromagnetic cloaking in the time-domain using the formalism of time-dependent scattering theory. this formalism allows us to settle in an unambiguous way the mathematical problems posed by the singularities of the inverse of the permittivity and the permeability of the {\it transformation media} on the boundary of the cloaked objects. we write maxwell's equations in schr\""odinger form with the electromagnetic propagator playing the role of the hamiltonian. we prove that the electromagnetic propagator outside of the cloaked objects is essentially self-adjoint. moreover, the unique self-adjoint extension is unitarily equivalent to the electromagnetic propagator in the medium $\var_0^{\lambda\nu}, \mu^{\lambda\nu}_0$. using this fact, and since the coordinate transformation is the identity outside of a ball, we prove that the scattering operator is the identity. our results give a rigorous proof that the construction of \cite{glu1, glu2, le}, \cite{pss1} perfectly cloaks passive and active devices from observation by electromagnetic waves. furthermore, we prove cloaking for general anisotropic materials. in particular, our results prove that it is possible to cloak objects inside general crystals.",a rigorous time-domain analysis of full--wave electromagnetic cloaking (invisibility),"electromagnetic cloaking from the observation of electromagnetic waves by the propagation of waves in the medium $\var_0^{\lambda\nu}, \mu^{\lambda\nu}_0$",0.6694163,full_lora
weak-coupling conserving approximations can be constructed by truncations of the luttinger-ward functional and are well known as thermodynamically consistent approaches which respect macroscopic conservation laws as well as certain sum rules at zero temperature. these properties can also be shown for variational approximations that are generated within the framework of the self-energy-functional theory without a truncation of the diagram series. luttinger's sum rule represents an exception. we analyze the conditions under which the sum rule holds within a non-perturbative conserving approximation. numerical examples are given for a simple but non-trivial dynamical two-site approximation. the validity of the sum rule for finite hubbard clusters and the consequences for cluster extensions of the dynamical mean-field theory are discussed.,non-perturbative conserving approximations and luttinger's sum rule,sum rules in weakly coupled conserving approximations: from exact to approximate limits,0.7143403,full_lora
"we consider an interaction-driven scenario for the two-dimensional metal-insulator transition in zero magnetic field (2d-mit), based on melting the wigner crystal through vacancy-interstitial pair formation. we show that the transition from the wigner-mott insulator to a heavy fermi liquid emerges as an instability to self-doping, resembling conceptually the solid to normal liquid transition in he3. the resulting physical picture naturally explains many puzzling features of the 2d-mit.",2d-mit as self-doping of a wigner-mott insulator,the 2d-mit: melting and doping instabilities,0.6697259,full_lora
"we introduce the notion of entanglement of subspaces as a measure that quantify the entanglement of bipartite states in a randomly selected subspace. we discuss its properties and in particular we show that for maximally entangled subspaces it is additive. furthermore, we show that maximally entangled subspaces can play an important role in the study of quantum error correction codes. we discuss both degenerate and non-degenerate codes and show that the subspace spanned by the logical codewords of a non-degenerate code is a 2k-totally (maximally) entangled subspace. as for non-degenerate codes, we provide a mathematical definition in terms of subspaces and, as an example, we analyze shor's nine qubits code in terms of 22 mutually orthogonal subspaces.",entanglement of subspaces and error correcting codes,entanglement of subspaces: a general approach,0.80900097,full_lora
"in this letter, we consider the constraints imposed by the recent measurement of b_s - bar b_s mixing on the new physics contribution to the rare decay b_s --> mu+ mu-. new physics in the form vector and axial-vector couplings is already severely constrained by the data on b --> (k,k*) mu+ mu-. here, we show that b_s - bar b_s mixing data, together with the data on k0 - bar k0 mixing and k_l --> mu+ mu- decay rate, strongly constrain the scalar-pseudoscalar contribution to b_s --> mu+ mu-. we conclude that new physics can at best lead to a factor of 2 increase in the branching ratio of b_s --> mu+ mu- compared to its standard model expectation.",does the present data on b_s - bar b_s mixing rule out a large enhancement in the branching ratio of b_s --> mu+ mu- ?,constraints on the scalar-pseudoscalar contribution to b_s --> mu+ mu- from recent b-s measurements,0.5951005,full_lora
"we present maps of 1.5 square degrees of the serpens dark cloud at 24, 70, and 160\micron observed with the spitzer space telescope mips camera. more than 2400 compact sources have been extracted at 24um, nearly 100 at 70um, and 4 at 160um. we estimate completeness limits for our 24um survey from monte carlo tests with artificial sources inserted into the spitzer maps. we compare source counts, colors, and magnitudes in the serpens cloud to two reference data sets, a 0.50 deg^2 set on a low-extinction region near the dark cloud, and a 5.3 deg^2 subset of the swire elais n1 data that was processed through our pipeline. these results show that there is an easily identifiable population of young stellar object candidates in the serpens cloud that is not present in either of the reference data sets. we also show a comparison of visual extinction and cool dust emission illustrating a close correlation between the two, and find that the most embedded yso candidates are located in the areas of highest visual extinction.","the spitzer c2d survey of large, nearby, interstellar clouds viii. serpens observed with mips",a new look at the serpens dark cloud using 24um spectroscopy,0.54152286,full_lora
"establishing that a signal of new physics is undoubtly supersymmetric requires not only the discovery of the supersymmetric partners but also probing their spins and couplings. we show that the sbottom spin can be probed at the cern large hadron collider using only angular correlations in sbottom pair production with subsequent decay of sbottoms into bottom quark plus the lightest neutralino, which allow us to distinguish a universal extra dimensional interpretation with a fermionic heavy bottom quark from supersymmetry with a bosonic bottom squark. we demonstrate that this channel provides a clear indication of the sbottom spin provided the sbottom production rate and branching ratio into bottom quark plus the lightest neutralino are sufficiently large to have a clear signal above standard model backgrounds.",unravelling the sbottom spin at the cern lhc,supersymmetry and sbottom spin in the cern-large hadron collider,0.8604445,full_lora
"we present new predictions for the galaxy three-point correlation function (3pcf) using high-resolution dissipationless cosmological simulations of a flat lcdm universe which resolve galaxy-size halos and subhalos. we create realistic mock galaxy catalogs by assigning luminosities and colors to dark matter halos and subhalos, and we measure the reduced 3pcf as a function of luminosity and color in both real and redshift space. as galaxy luminosity and color are varied, we find small differences in the amplitude and shape dependence of the reduced 3pcf, at a level qualitatively consistent with recent measurements from the sdss and 2dfgrs. we confirm that discrepancies between previous 3pcf measurements can be explained in part by differences in binning choices. we explore the degree to which a simple local bias model can fit the simulated 3pcf. the agreement between the model predictions and galaxy 3pcf measurements lends further credence to the straightforward association of galaxies with cdm halos and subhalos.",modeling the three-point correlation function,three-point correlations of galaxies in a flat lcdm universe,0.48062098,full_lora
"we present observations and modeling of a lunar occultation of the dust-enshrouded carbon star afgl 5440. the observations were made over a continuous range of wavelengths from 1 - 4um with a high-speed spectrophotometer designed expressly for this purpose. we find that the occultation fringes cannot be fit by any single-size model. we use the dusty radiative transfer code to model a circumstellar shell and fit both the observed occultation light curves and the spectral energy distribution described in the literature. we find a strong constraint on the inner radius of the dust shell, tmax = 950 k +/- 50k, and optical depth at 5um of 0.5 +/- 0.1. the observations are best fit by models with a density gradient of r^-2 or the gradient derived by ivezic & elitzur for a radiatively driven hydrodynamic outflow. our models cannot fit the observed iras 60um flux without assuming a substantial abundance of graphite or by assuming a substantially higher mass-loss rate in the past.",multi-spectral observations of lunar occultations: i. resolving the dust shell around afgl 5440,an observational study of an occultation of a carbon star by dust from its outer envelope,0.5596268,full_lora
"these notes accompany a lecture about the topology of symplectic (and other) quotients. the aim is two-fold: first to advertise the ease of computation in the symplectic category; and second to give an account of some new computations for weighted projective spaces. we start with a brief exposition of how orbifolds arise in the symplectic category, and discuss the techniques used to understand their topology. we then show how these results can be used to compute the chen-ruan orbifold cohomology ring of abelian symplectic reductions. we conclude by comparing the several rings associated to a weighted projective space. we make these computations directly, avoiding any mention of a stacky fan or of a labeled moment polytope.",orbifold cohomology of abelian symplectic reductions and the case of weighted projective spaces,topology of symplectic quotients,0.5489168,full_lora
"the usual procedure of including a finite number of vertices in non perturbative renormalization group equations in order to obtain $n$-point correlation functions at finite momenta is analyzed. this is done by exploiting a general method recently introduced which includes simultaneously all vertices although approximating their momentum dependence. the study is performed using the self-energy of the tridimensional scalar model at criticality. at least in this example, low order truncations miss quantities as the critical exponent $\eta$ by as much as 60%. however, if one goes to high order truncations the procedure seems to converge rapidly.",correlation functions in the non perturbative renormalization group and field expansion,renormalized critical exponents and self energies from non-perturbative renormalization group calculations,0.6158558,full_lora
"this chapter summarizes analytic theory and numerical calculations for the formation and collisional evolution of kbos at 20--150 au. we describe the main predictions of a baseline self-stirring model and show how dynamical perturbations from a stellar flyby or stirring by a giant planet modify the evolution. although robust comparisons between observations and theory require better kbo statistics and more comprehensive calculations, the data are broadly consistent with kbo formation in a massive disk followed by substantial collisional grinding and dynamical ejection. however, there are important problems reconciling the results of coagulation and dynamical calculations. contrasting our current understanding of the evolution of kbos and asteroids suggests that additional observational constraints, such as the identification of more dynamical families of kbos (like the 2003 el61 family), would provide additional information on the relative roles of collisional grinding and dynamical ejection in the kuiper belt. the uncertainties also motivate calculations that combine collisional and dynamical evolution, a `unified' calculation that should give us a better picture of kbo formation and evolution.",formation and collisional evolution of kuiper belt objects,the formation and evolution of kbos in the kuiper belt,0.74295,full_lora
in trigonometric series terms all polyharmonic functions inside the unit disk are described. for such functions it is proved the existence of their boundary values on the unit circle in the space of hyperfunctions. the necessary and sufficient conditions are presented for the boundary value to belong to certain subspaces of the space of hyperfunctions.,on existence of boundary values of polyharmonic functions,boundary value problems for trigonometric series in the space of hyperfunctions,0.49664354,full_lora
"(abridged) we compare recent results from x-ray, strong lensing, weak lensing, and optical observations with numerical simulations of the merging galaxy cluster 1e0657-56. x-ray observations reveal a bullet-like subcluster with a prominent bow shock, while lensing results show that the positions of the total mass peaks are consistent with the centroids of the collisionless galaxies (and inconsistent with the x-ray brightness peaks). previous studies, based on older observational datasets, have placed upper limits on the self-interaction cross-section of dark matter per unit mass, sigma/m, using simplified analytic techniques. in this work, we take advantage of new, higher-quality observational datasets by running n-body simulations of 1e0657-56 that include the effects of self-interacting dark matter, and comparing the results with observations. furthermore, the recent data allow for a new independent method of constraining sigma/m, based on the non-observation of an offset between the bullet subcluster mass peak and galaxy centroid. this new method places an upper limit (68% confidence) of sigma/m < 1.25 cm^2/g. if we make the assumption that the subcluster and the main cluster had equal mass-to-light ratios prior to the merger, we derive our most stringent constraint of sigma/m < 0.7 cm^2/g, which comes from the consistency of the subcluster's observed mass-to-light ratio with the main cluster's, and with the universal cluster value, ruling out the possibility of a large fraction of dark matter particles being scattered away due to collisions. our limit is a slight improvement over the previous result from analytic estimates, and rules out most of the 0.5 - 5cm^2/g range invoked to explain inconsistencies between the standard collisionless cold dark matter model and observations.",constraints on the self-interaction cross-section of dark matter from numerical simulations of the merging galaxy cluster 1e 0657-5,the merger of 1e0657-56: constraints on sigma/m from high-resolution numerical simulations,0.4800049,full_lora
"we study the effects produced by d-brane instantons on the holomorphic quantities of a d-brane gauge theory at an orbifold singularity. these effects are not limited to reproducing the well known contributions of the gauge theory instantons but also generate extra terms in the superpotential or the prepotential. on these brane instantons there are some neutral fermionic zero-modes in addition to the ones expected from broken supertranslations. they are crucial in correctly reproducing effects which are dual to gauge theory instantons, but they may make some other interesting contributions vanish. we analyze how orientifold projections can remove these zero-modes and thus allow for new superpotential terms. these terms contribute to the dynamics of the effective gauge theory, for instance in the stabilization of runaway directions.",stringy instantons at orbifold singularities,instanton-induced corrections to the superpotential of orbifold singularities,0.7715997,full_lora
"we study material lines and passive vectors in a model of turbulent flow at infinite-reynolds number, the kraichnan-kazantsev ensemble of velocities that are white-noise in time and rough (hoelder continuous) in space. it is argued that the phenomenon of ``spontaneous stochasticity'' generalizes to material lines and that conservation of circulations generalizes to a ``martingale property'' of the stochastic process of lines.",turbulent diffusion of lines and circulations,material lines and martingales in white-noise turbulence,0.5185641,full_lora
the density of states and energy spectrum of the gluon radiation are calculated for the color current of an expanding hydrodynamic skyrmion in the quark gluon plasma with a semiclassical method. results are compared with those in literatures.,gluon radiation of an expanding color skyrmion in the quark-gluon plasma,color current of an expanding hydrodynamic skyrmion in quark gluon plasma,0.9028522,full_lora
"spectral variability is the main tool for constraining emission models of bl lac objects. by means of systematic observations of the bl lac prototype pks 2155-304 in the infrared-optical band, we explore variability on the scales of months, days and hours. we made our observations with the robotic 60 cm telescope rem located at la silla, chile. vrijhk filters were used. pks 2155-304 was observed from may to december 2005. the wavelength interval explored, the total number of photometric points and the short integration time render our photometry substantially superior to previous ones for this source. on the basis of the intensity and colour we distinguish three different states of the source, each of duration of months, which include all those described in the literature. in particular, we report the highest state ever detected in the h band. the source varied by a factor of 4 in this band, much more than in the v band (a factor ~2). the source softened with increasing intensity, contrary to the general pattern observed in the uv-x-ray bands. on five nights of november we had nearly continuous monitoring for 2-3 hours. a variability episode with a time scale of ~24 h is well documented, a much more rapid flare with t=1-2 h, is also apparent, but is supported by relatively few points.",rem near-ir and optical multiband observations of pks2155-304 in 2005,on spectral variability in the bl-lac source pks 2155-304,0.42890525,full_lora
"while the members of the type iin category of supernovae are united by the presence of strong multicomponent balmer emission lines in their spectra, they are quite heterogeneous with respect to other properties such as balmer line profiles, light curves, strength of radio emission, and intrinsic brightness. we are now beginning to see variety among sne iin in their polarimetric characteristics as well, some but not all of which may be due to inclination angle effects. the increasing number of known ""hybrid"" sne with iin-like emission lines suggests that circumstellar material may be more common around all types of sne than previously thought. investigation of the correlations between spectropolarimetric signatures and other iin attributes will help us address the question of classification of ""interacting sne"" and the possibility of distinguishing different groups within the diverse iin subclass.",supernova polarization and the type iin classification,spectroscopic evidence for hybrid sn in the intermediate-mass class,0.43511423,full_lora
"we present broadband nir spectra of a0620-00 obtained with spex on the irtf. the spectrum is characterized by a blue continuum on which are superimposed broad emission lines of hi and heii and a host of narrower absorption lines of neutral metals and molecules. spectral type standard star spectra scaled to the dereddened spectrum of a0620-00 in k exceed the a0620-00 spectrum in j and h for all stars of spectral type k7v or earlier, demonstrating that the donor star, unless later than k7v, cannot be the sole nir flux source in a0620-00. in addition, the atomic absorption lines in the k3v spectrum are too weak with respect to those of a0620-00 even at 100% donor star contribution, restricting the spectral type of the donor star in a0620-00 to later than k3v. comparison of the a0620-00 spectrum to scaled k star spectra indicates that the co absorption features are significantly weaker in a0620-00 than in field dwarf stars. fits of scaled model spectra of a roche lobe-filling donor star to the spectrum of a0620-00 show that the best match to the co absorption lines is obtained when the c abundance is reduced to [c/h] = -1.5. the donor star contribution in the h waveband is determined to be 82+-2%. combined with previous published results from froning & robinson (2001) and marsh et al. (1994), this gives a precise mass for the black hole in a0620-00 of m_bh = 9.7+-0.6 m_solar.","near-infrared spectra of the black hole x-ray binary, a0620-00",spectroscopic evidence for an extremely massive black hole in a nearby star-forming region,0.59766203,full_lora
"we present a computer-aided design flow for quantum circuits, complete with automatic layout and control logic extraction. to motivate automated layout for quantum circuits, we investigate grid-based layouts and show a performance variance of four times as we vary grid structure and initial qubit placement. we then propose two polynomial-time design heuristics: a greedy algorithm suitable for small, congestion-free quantum circuits and a dataflow-based analysis approach to placement and routing with implicit initial placement of qubits. finally, we show that our dataflow-based heuristic generates better layouts than the state-of-the-art automated grid-based layout and scheduling mechanism in terms of latency and potential pipelinability, but at the cost of some area.",automated generation of layout and control for quantum circuits,quantum circuit layout and optimization using automated dataflow heuristics,0.7735463,full_lora
"the bl lac object 3c 66a was observed in an extensive multiwavelength monitoring campaign from july 2003 till april 2004. the spectral energy distribution (sed) was measured over the entire electromagnetic spectrum, with flux measurements from radio to x-ray frequencies and upper limits in the very high energy (vhe) gamma-ray regime. here, we use a time-dependent leptonic jet model to reproduce the sed and optical spectral variability observed during our multiwavelength campaign. our model simulations could successfully reproduce the observed sed and optical light curves and predict an intrinsic cutoff value for the vhe gamma-ray emission at ~ 4 gev. the effect of the optical depth due to the intergalactic infrared background radiation (iibr) on the peak of the high-energy component of 3c 66a was found to be negligible. also, the presence of a broad line region (blr) in the case of 3c 66a may play an important role in the emission of gamma-ray photons when the emission region is very close to the central engine, but further out, the production mechanism of hard x-ray and gamma-ray photons becomes rapidly dominated by synchrotron self-compton emission. we further discuss the possibility of an observable x-ray spectral variability pattern. the simulated results do not predict observable hysteresis patterns in the optical or soft x-ray regimes for major flares on multi-day time scales.",modeling the spectral energy distribution and variability of 3c 66a during the webt campaign of 2003 -- 2004,an observational study of bl lacs 3c 66a: evidence for an intrinsic cut-off in its vhe emission,0.3701336,full_lora
"context: how planet properties depend on stellar mass is a key diagnostic of planetary formation mechanisms. aims: this motivates planet searches around stars which are significantly more massive or less massive than the sun, and in particular our radial velocity search for planets around very-low mass stars. methods: as part of that program, we obtained measurements of gj 674, an m2.5 dwarf at d=4.5 pc, which have a dispersion much in excess of their internal errors. an intensive observing campaign demonstrates that the excess dispersion is due to two superimposed coherent signals, with periods of 4.69 and 35 days. results: these data are well described by a 2-planet keplerian model where each planet has a ~11 mearth minimum mass. a careful analysis of the (low level) magnetic activity of gj 674 however demonstrates that the 35-day period coincides with the stellar rotation period. this signal therefore originates in a spot inhomogeneity modulated by stellar rotation. the 4.69-day signal on the other hand is caused by a bona-fide planet, gj 674b. conclusion: its detection adds to the growing number of neptune-mass planets around m-dwarfs, and reinforces the emerging conclusion that this mass domain is much more populated than the jovian mass range. we discuss the metallicity distributions of m dwarf with and without planets and find a low 11% probability that they are drawn from the same parent distribution. moreover, we find tentative evidence that the host star metallicity correlates with the total mass of their planetary system.",the harps search for southern extra-solar planets. x. a m sin i = 11 mearth planet around the nearby spotted m dwarf gj 674,the discovery of a jovian-mass planet around a very low-mass star,0.44734204,full_lora
"we present some numerical results obtained from a simple individual based model that describes clustering of organisms caused by competition. our aim is to show how, even when a deterministic description developed for continuum models predicts no pattern formation, an individual based model displays well defined patterns, as a consequence of fluctuations effects caused by the discrete nature of the interacting agents.",an individual based model with global competition interaction: fluctuations effects in pattern formation,individual based modeling of cluster formation and extinction in a simple competitive system,0.6217043,full_lora
"we report observations of the dust cloud l1204 with the onsala 25-m telescope in the 6 cm (1$_{11}-1_{10}$) transition of \htco. the observed region includes the s140 h${\alpha}$ arc. this spectral line is seen here in absorption against the cosmic microwave background, indicating the presence of widespread warm molecular gas at intermediate densities. overall, the distributions of h$_2$co and co (taken from the literature) are fairly similar, though significant differences exist at small scales. most notably, while the co peak is nearly coincident with the s140 h${\alpha}$ arc, the maximum h$_2$co absorption is clearly separated from it by a full 10$'$ beam ($\sim$ 3 pc). we argue that these differences result from differing abundances and excitation requirements. the co(1-0) line is more optically thick and more biased towards warm gas than the h$_2$co 6 cm line. on the other hand, formaldehyde is more easily photodissociated and is, therefore, a poorer tracer of the molecular gas located immediately behind photon dominated regions.",a comparison between anomalous 6-cm h$_2$co absorption and co(1-0) emission in the l1204/s140,the distribution of cool dust in the warm molecular zone near s140/h${\alpha}$ coma,0.39646488,full_lora
"in a previous paper, we showed how certain orientations of the edges of a graph g embedded in a closed oriented surface s can be understood as discrete spin structures on s. we then used this correspondence to give a geometric proof of the pfaffian formula for the partition function of the dimer model on g. in the present article, we generalize these results to the case of compact oriented surfaces with boundary. we also show how the operations of cutting and gluing act on discrete spin structures and how they change the partition function. these operations allow to reformulate the dimer model as a quantum field theory on surface graphs.",dimers on surface graphs and spin structures. ii,discrete spin structures on surfaces: an application to the partition function of the dimer model,0.7734853,full_lora
"we present a new version of taylur, a fortran 95 module to automatically compute the numerical values of a complex-valued function's derivatives with respect to several variables up to an arbitrary order in each variable, but excluding mixed derivatives. the new version fixes a potentially serious bug in the code for exponential-related functions that could corrupt the imaginary parts of derivatives, as well as being compatible with a wider range of compilers.","new version announcement for taylur, an arbitrary-order diagonal automatic differentiation package for fortran 95",taylur: a general-purpose automatic differentiation library,0.66514,full_lora
"it is known that every closed curve of length \leq 4 in r^n (n>0) can be surrounded by a sphere of radius 1, and that this is the best bound. letting s denote the circle of circumference 4, with the arc-length metric, we here express this fact by saying that the ""mapping radius"" of s in r^n is 1. tools are developed for estimating the mapping radius of a metric space x in a metric space y. in particular, it is shown that for x a bounded metric space, the supremum of the mapping radii of x in all convex subsets of normed metric spaces is equal to the infimum of the sup norms of all convex linear combinations of the functions d(x,-): x --> r (x\in x). several explicit mapping radii are calculated, and open questions noted.",mapping radii of metric spaces,the mapping radius of a compact set in a metric space,0.6319213,full_lora
"the north polar spur (nps) is the brightest filament of loop i, a large circular feature in the radio continuum sky. in this paper, a model consisting of two synchrotron emitting shells is presented that reproduces large-scale structures revealed by recent polarization surveys. the polarized emission of the nps is reproduced by one of these shells. the other shell, which passes close to the sun, gives rise to polarized emission towards the galactic poles. it is proposed that x-ray emission seen towards the nps is produced by interaction of the two shells. two ob-associations coincide with the centers of the shells. a formation scenario of the loop i region is suggested.",a new model for the loop-i (the north polar spur) region,polarization and structure of the northern polar spur,0.69540924,full_lora
"let x be a simplicial complex on the vertex set v. the rational leray number l(x) of x is the minimal d such that the rational reduced homology of any induced subcomplex of x vanishes in dimensions d and above. let \pi be a simplicial map from x to a simplex y, such that the cardinality of the preimage of any point in |y| is at most r. it is shown that l(\pi(x)) \leq r l(x)+r-1. one consequence is a topological extension of a helly type result of amenta.",leray numbers of projections and a topological helly type theorem,the rational reduced homology of simplicial maps,0.22837748,full_lora
"we numerically study barrett-crane models of riemannian quantum gravity. we have extended the existing numerical techniques to handle q-deformed models and arbitrary space-time triangulations. we present and interpret expectation values of a few selected observables for each model, including a spin-spin correlation function which gives insight into the behaviour of the models. we find the surprising result that, as the deformation parameter q goes to 1 through roots of unity, the limit is discontinuous.",q-deformed spin foam models of quantum gravity,q-deformation of barrett-crane models: one-dimensional lattice,0.5033058,full_lora
"we present excellent resolution and high sensitivity very large array (vla) observations of the 21cm hi line emission from the face-on galaxy ngc 1058, providing the first reliable study of the hi profile shapes throughout the entire disk of an external galaxy. our observations show an intriguing picture of the interstellar medium; throughout this galaxy velocity-- dispersions range between 4 to 15 km/sec but are not correlated with star formation, stars or the gaseous spiral arms. the velocity dispersions decrease with radius, but this global trend has a large scatter as there are several isolated, resolved regions of high dispersion. the decline of star light with radius is much steeper than that of the velocity dispersions or that of the energy in the gas motions.",hi velocity dispersion in ngc 1058,resolution and velocity dispersions of the hi line in the face-on galaxy ngc 1058,0.75600815,full_lora
"common envelopes form in dynamical time scale mass exchange, when the envelope of a donor star engulfs a much denser companion, and the core of the donor plus the dense companion star spiral inward through this dissipative envelope. as conceived by paczynski and ostriker, this process must be responsible for the creation of short-period binaries with degenerate components, and, indeed, it has proven capable of accounting for short-period binaries containing one white dwarf component. however, attempts to reconstruct the evolutionary histories of close double white dwarfs have proven more problematic, and point to the need for enhanced systemic mass loss, either during the close of the first, slow episode of mass transfer that produced the first white dwarf, or during the detached phase preceding the final, common envelope episode. the survival of long-period interacting binaries with massive white dwarfs, such as the recurrent novae t crb and rs oph, also presents interpretative difficulties for simple energetic treatments of common envelope evolution. their existence implies that major terms are missing from usual formulations of the energy budget for common envelope evolution. the most plausible missing energy term is the energy released by recombination in the common envelope, and, indeed, a simple reformulation the energy budget explicitly including recombination resolves this issue.",common envelope evolution redux,a review of recent evidence for the formation of long-period binary white dwarfs from common envelopes,0.2847663,full_lora
an critical overview of the current state of research in turbulence in astrophysical disks.,the source of turbulence in astrophysical disks: an ill-posed problem.,turbulent dynamics and dynamo processes in stellar disks,0.75339735,full_lora
this paper considers the use of punctured convolutional codes to obtain pragmatic space-time trellis codes over block-fading channel. we show that good performance can be achieved even when puncturation is adopted and that we can still employ the same viterbi decoder of the convolutional mother code by using approximated metrics without increasing the complexity of the decoding operations.,on punctured pragmatic space-time codes in block fading channel,practical space-time trellises obtained via punctured convolutional codes,0.60227925,full_lora
"we show that there is a unique markov trace on the tower of temperley--lieb type quotients of hecke algebras of coxeter type $e_n$ (for all $n \geq 6$). we explain in detail how this trace may be computed easily using tom dieck's calculus of diagrams. as applications, we show how to use the trace to show that the diagram representation is faithful, and to compute leading coefficients of certain kazhdan--lusztig polynomials.",on the markov trace for temperley--lieb algebras of type $e_n$,a note on the markov trace for coxeter-type hecke algebras,0.6350968,full_lora
we analytically calculate to second order the correction to the asymptotic form of quasinormal frequencies of four dimensional schwarzschild black holes based on the monodromy analysis proposed by motl and neitzke. our results are in good agreement with those obtained from numerical calculation.,second order perturbative calculation of quasinormal modes of schwarzschild black holes,monodromic winding numbers for four-dimensional Schwarzschild black holes,0.5160069,full_lora
"graphene multilayers are grown epitaxially on single crystal silicon carbide. this system is composed of several graphene layers of which the first layer is electron doped due to the built-in electric field and the other layers are essentially undoped. unlike graphite the charge carriers show dirac particle properties (i.e. an anomalous berry's phase, weak anti-localization and square root field dependence of the landau level energies). epitaxial graphene shows quasi-ballistic transport and long coherence lengths; properties which may persists above cryogenic temperatures. paradoxically, in contrast to exfoliated graphene, the quantum hall effect is not observed in high mobility epitaxial graphene. it appears that the effect is suppressed due to absence of localized states in the bulk of the material.epitaxial graphene can be patterned using standard lithography methods and characterized using a wide array of techniques. these favorable features indicate that interconnected room temperature ballistic devices may be feasible for low dissipation high-speed nanoelectronics.",epitaxial graphene,interconnected room-temperature ballistic graphene devices,0.6019023,full_lora
"the paper presents a survey of mathematical problems, techniques, and challenges arising in the thermoacoustic and photoacoustic tomography.",mathematics of thermoacoustic tomography,thermoacousto-photonic imaging: a review,0.63087034,full_lora
"gamma-ray bursts (grbs) have been detected at gev energies by egret and models predict emission at > 100 gev. milagro is a wide field (2 sr) high duty cycle (> 90 %) ground based water cherenkov detector that records extensive air showers in the energy range 100 gev to 100 tev. we have searched for very high energy emission from a sample of 106 gamma-ray bursts (grb) detected since the beginning of 2000 by batse, bepposax, hete-2, integral, swift or the ipn. no evidence for emission from any of the bursts has been found and we present upper limits from these bursts.",search for very high energy emission from gamma-ray bursts using milagro,a search for extremely high-energy gamma ray bursts in the megapixel era,0.79853106,full_lora
"we address two issues in the thermodynamic model for nuclear disassembly. surprisingly large differences in results for specific heat were seen in predictions from the canonical and grand canonical ensembles when the nuclear system passes from liquid-gas co-existence to the pure gas phase. we are able to pinpoint and understand the reasons for such and other discrepancies when they appear. there is a subtle but important difference in the physics addressed in the two models. in particular if we reformulate the parameters in the canonical model to better approximate the physics addressed in the grand canonical model, calculations for observables converge. next we turn to the issue of bimodality in the probability distribution of the largest fragment in both canonical and grand canonical ensembles. we demonstrate that this distribution is very closely related to average multiplicities. the relationship of the bimodal distribution to phase transition is discussed.",specific heat and bimodality in canonical and grand canonical versions of the thermodynamic model,nuclear disassembly at high temperatures: the canonical and grand canonical approaches,0.31847957,full_lora
